season,week,celebrity_name,fan_votes,judge_total,voting_method,eliminated,estimation_method
2,3,Master P,5000.0,14.0,rank,False,enhanced_lightgbm_rank
2,3,Drew Lachey,8000.0,27.0,rank,False,enhanced_lightgbm_rank
2,4,Tia Carrere,5000.0,25.0,rank,False,enhanced_lightgbm_rank
2,4,George Hamilton,3000.0,21.0,rank,False,enhanced_lightgbm_rank
2,4,Lisa Rinna,7000.0,26.0,rank,False,enhanced_lightgbm_rank
2,4,Stacy Keibler,7000.0,26.0,rank,False,enhanced_lightgbm_rank
2,4,Jerry Rice,4000.0,24.0,rank,False,enhanced_lightgbm_rank
2,4,Master P,2000.0,8.0,rank,True,enhanced_lightgbm_rank
2,4,Drew Lachey,7000.0,28.0,rank,False,enhanced_lightgbm_rank
2,5,Tia Carrere,2000.0,22.0,rank,True,enhanced_lightgbm_rank
2,5,George Hamilton,4000.0,24.0,rank,False,enhanced_lightgbm_rank
2,5,Lisa Rinna,5000.0,25.0,rank,False,enhanced_lightgbm_rank
2,5,Stacy Keibler,6000.0,30.0,rank,False,enhanced_lightgbm_rank
2,5,Jerry Rice,3000.0,23.0,rank,False,enhanced_lightgbm_rank
2,5,Drew Lachey,6000.0,27.0,rank,False,enhanced_lightgbm_rank
2,6,George Hamilton,2000.0,23.0,rank,True,enhanced_lightgbm_rank
2,6,Lisa Rinna,3000.0,27.0,rank,False,enhanced_lightgbm_rank
2,6,Stacy Keibler,5000.0,30.0,rank,False,enhanced_lightgbm_rank
2,6,Jerry Rice,2000.0,23.0,rank,False,enhanced_lightgbm_rank
2,6,Drew Lachey,5000.0,30.0,rank,False,enhanced_lightgbm_rank
2,7,Lisa Rinna,2000.0,26.5,rank,True,enhanced_lightgbm_rank
2,7,Stacy Keibler,4000.0,27.5,rank,False,enhanced_lightgbm_rank
2,7,Jerry Rice,3000.0,20.5,rank,False,enhanced_lightgbm_rank
2,7,Drew Lachey,4000.0,27.5,rank,False,enhanced_lightgbm_rank
2,8,Stacy Keibler,2000.0,28.6665,rank,True,enhanced_lightgbm_rank
2,8,Jerry Rice,3000.0,26.666600000000003,rank,False,enhanced_lightgbm_rank
2,8,Drew Lachey,3000.0,28.9998,rank,False,enhanced_lightgbm_rank
3,1,Harry Hamlin,691277.1115246764,17.0,percent,False,enhanced_lightgbm_percent
3,1,Vivica A. Fox,1191473.2298021582,22.0,percent,False,enhanced_lightgbm_percent
3,1,Monique Coleman,820933.0288966093,19.0,percent,False,enhanced_lightgbm_percent
3,1,Joey Lawrence,950588.9363344348,21.0,percent,False,enhanced_lightgbm_percent
3,1,Mario Lopez,1633012.4119960237,55.6666,percent,False,enhanced_lightgbm_percent
3,1,Emmitt Smith,1620727.3877899644,53.6666,percent,False,enhanced_lightgbm_percent
3,1,Shanna Moakler,697419.6186606521,18.0,percent,False,enhanced_lightgbm_percent
3,1,Willa Ford,1191473.2298021582,22.0,percent,False,enhanced_lightgbm_percent
3,1,Sara Evans,444250.3208550849,15.0,percent,False,enhanced_lightgbm_percent
3,1,Jerry Springer,450392.8279910607,16.0,percent,False,enhanced_lightgbm_percent
3,1,Tucker Carlson,308451.8963471761,12.0,percent,True,enhanced_lightgbm_percent
3,2,Harry Hamlin,568840.5764305539,21.0,percent,False,enhanced_lightgbm_percent
3,2,Vivica A. Fox,1146135.2648660678,24.0,percent,False,enhanced_lightgbm_percent
3,2,Monique Coleman,1299516.9106950006,26.0,percent,False,enhanced_lightgbm_percent
3,2,Joey Lawrence,1599033.8074822503,29.0,percent,False,enhanced_lightgbm_percent
3,2,Mario Lopez,1263285.0356829986,21.0,percent,False,enhanced_lightgbm_percent
3,2,Emmitt Smith,1562801.9324702483,24.0,percent,False,enhanced_lightgbm_percent
3,2,Shanna Moakler,437198.07547703723,22.0,percent,True,enhanced_lightgbm_percent
3,2,Willa Ford,999999.9940395355,23.0,percent,False,enhanced_lightgbm_percent
3,2,Sara Evans,568840.5764305539,21.0,percent,False,enhanced_lightgbm_percent
3,2,Jerry Springer,554347.8264257532,19.0,percent,False,enhanced_lightgbm_percent
3,3,Harry Hamlin,517269.7036266794,22.0,percent,True,enhanced_lightgbm_percent
3,3,Vivica A. Fox,1577935.5219872445,27.0,percent,False,enhanced_lightgbm_percent
3,3,Monique Coleman,1577935.5219872445,27.0,percent,False,enhanced_lightgbm_percent
3,3,Joey Lawrence,1027473.790808737,22.0,percent,False,enhanced_lightgbm_percent
3,3,Mario Lopez,1367609.8456187397,22.0,percent,False,enhanced_lightgbm_percent
3,3,Emmitt Smith,1173387.2288356363,19.0,percent,False,enhanced_lightgbm_percent
3,3,Willa Ford,857405.7683707897,22.0,percent,False,enhanced_lightgbm_percent
3,3,Sara Evans,1221696.4075918405,25.0,percent,False,enhanced_lightgbm_percent
3,3,Jerry Springer,679286.2111730877,21.0,percent,False,enhanced_lightgbm_percent
3,4,Vivica A. Fox,811776.2971726762,24.0,percent,True,enhanced_lightgbm_percent
3,4,Monique Coleman,1218280.35437681,24.0,percent,False,enhanced_lightgbm_percent
3,4,Joey Lawrence,1446784.922334454,27.0,percent,False,enhanced_lightgbm_percent
3,4,Mario Lopez,1870124.0098219172,29.0,percent,False,enhanced_lightgbm_percent
3,4,Emmitt Smith,1421532.4009147456,24.0,percent,False,enhanced_lightgbm_percent
3,4,Willa Ford,1658454.4561440784,28.0,percent,False,enhanced_lightgbm_percent
3,4,Sara Evans,778106.2724777565,20.0,percent,False,enhanced_lightgbm_percent
3,4,Jerry Springer,794941.2867575621,22.0,percent,False,enhanced_lightgbm_percent
3,5,Monique Coleman,1550702.1149257133,27.0,percent,False,enhanced_lightgbm_percent
3,5,Joey Lawrence,1271869.2617232827,25.0,percent,False,enhanced_lightgbm_percent
3,5,Mario Lopez,2071535.4487350532,27.0,percent,False,enhanced_lightgbm_percent
3,5,Emmitt Smith,2071535.4487350532,27.0,percent,False,enhanced_lightgbm_percent
3,5,Willa Ford,1029868.782146079,27.0,percent,True,enhanced_lightgbm_percent
3,5,Sara Evans,1002244.4718674097,24.0,percent,False,enhanced_lightgbm_percent
3,5,Jerry Springer,1002244.4718674097,24.0,percent,False,enhanced_lightgbm_percent
3,7,Monique Coleman,1259259.249666654,27.0,percent,False,enhanced_lightgbm_percent
3,7,Joey Lawrence,2203703.686027974,28.5,percent,False,enhanced_lightgbm_percent
3,7,Mario Lopez,2660493.843695337,28.0,percent,False,enhanced_lightgbm_percent
3,7,Emmitt Smith,2666666.6599533693,28.5,percent,False,enhanced_lightgbm_percent
3,7,Jerry Springer,1209876.5606566656,23.0,percent,True,enhanced_lightgbm_percent
3,8,Monique Coleman,1794087.661249333,26.5,percent,True,enhanced_lightgbm_percent
3,8,Joey Lawrence,1801732.930361695,27.0,percent,False,enhanced_lightgbm_percent
3,8,Mario Lopez,3213557.5979289217,28.5,percent,False,enhanced_lightgbm_percent
3,8,Emmitt Smith,3190621.8104600497,27.0,percent,False,enhanced_lightgbm_percent
3,9,Joey Lawrence,2638888.888888889,29.5,percent,True,enhanced_lightgbm_percent
3,9,Mario Lopez,3680555.555555556,29.5,percent,False,enhanced_lightgbm_percent
3,9,Emmitt Smith,3680555.555555556,29.5,percent,False,enhanced_lightgbm_percent
3,10,Mario Lopez,5000000.0,29.666600000000003,percent,True,enhanced_lightgbm_percent
3,10,Emmitt Smith,5000000.0,29.666600000000003,percent,False,enhanced_lightgbm_percent
4,2,John Ratzenberger,847082.5005442905,21.0,percent,False,enhanced_lightgbm_percent
4,2,Ian Ziering,971256.0919477843,22.0,percent,False,enhanced_lightgbm_percent
4,2,Clyde Drexler,474561.6667291654,18.0,percent,False,enhanced_lightgbm_percent
4,2,Laila Ali,1474753.274641805,27.0,percent,False,enhanced_lightgbm_percent
4,2,Apolo Anton Ohno,1467950.5569028324,26.0,percent,False,enhanced_lightgbm_percent
4,2,Shandi Finnessey,488167.1022071108,20.0,percent,False,enhanced_lightgbm_percent
4,2,Paulina Porizkova,494969.8178178059,21.0,percent,True,enhanced_lightgbm_percent
4,2,Heather Mills,1102232.4606948947,24.0,percent,False,enhanced_lightgbm_percent
4,2,Billy Ray Cyrus,729711.607011555,21.0,percent,False,enhanced_lightgbm_percent
4,2,Joey Fatone,1336974.2278921516,24.0,percent,False,enhanced_lightgbm_percent
4,2,Leeza Gibbons,612340.6936106047,21.0,percent,False,enhanced_lightgbm_percent
4,3,John Ratzenberger,569571.8799526043,20.0,percent,False,enhanced_lightgbm_percent
4,3,Ian Ziering,1294597.3620245613,24.0,percent,False,enhanced_lightgbm_percent
4,3,Clyde Drexler,538990.8429312567,16.0,percent,False,enhanced_lightgbm_percent
4,3,Laila Ali,1271661.574324443,21.0,percent,False,enhanced_lightgbm_percent
4,3,Apolo Anton Ohno,1425840.9540297375,23.0,percent,False,enhanced_lightgbm_percent
4,3,Shandi Finnessey,438328.2309945233,21.0,percent,True,enhanced_lightgbm_percent
4,3,Heather Mills,1155708.480961725,24.0,percent,False,enhanced_lightgbm_percent
4,3,Billy Ray Cyrus,716105.9904684552,21.0,percent,False,enhanced_lightgbm_percent
4,3,Joey Fatone,1572375.1241502324,24.0,percent,False,enhanced_lightgbm_percent
4,3,Leeza Gibbons,1016819.5601624596,24.0,percent,False,enhanced_lightgbm_percent
4,4,John Ratzenberger,650554.9688743546,16.0,percent,False,enhanced_lightgbm_percent
4,4,Ian Ziering,1401002.5008663102,24.0,percent,False,enhanced_lightgbm_percent
4,4,Clyde Drexler,471715.0071024547,15.0,percent,False,enhanced_lightgbm_percent
4,4,Laila Ali,1374686.7222868819,21.0,percent,False,enhanced_lightgbm_percent
4,4,Apolo Anton Ohno,1758682.414476003,26.0,percent,False,enhanced_lightgbm_percent
4,4,Heather Mills,1052094.5233838682,23.0,percent,False,enhanced_lightgbm_percent
4,4,Billy Ray Cyrus,1034550.6610634753,21.0,percent,False,enhanced_lightgbm_percent
4,4,Joey Fatone,1776226.2767963957,28.0,percent,False,enhanced_lightgbm_percent
4,4,Leeza Gibbons,480486.92515025707,16.0,percent,True,enhanced_lightgbm_percent
4,5,John Ratzenberger,811480.1842131835,18.0,percent,False,enhanced_lightgbm_percent
4,5,Ian Ziering,1295648.7935989196,24.0,percent,False,enhanced_lightgbm_percent
4,5,Clyde Drexler,550456.4885026286,13.0,percent,True,enhanced_lightgbm_percent
4,5,Laila Ali,1760878.0069999155,28.0,percent,False,enhanced_lightgbm_percent
4,5,Apolo Anton Ohno,1993492.6186674673,30.0,percent,False,enhanced_lightgbm_percent
4,5,Heather Mills,1053564.4938731054,21.0,percent,False,enhanced_lightgbm_percent
4,5,Billy Ray Cyrus,802010.491187867,17.0,percent,False,enhanced_lightgbm_percent
4,5,Joey Fatone,1732468.9229569125,25.0,percent,False,enhanced_lightgbm_percent
4,6,John Ratzenberger,967524.5197546654,19.0,percent,False,enhanced_lightgbm_percent
4,6,Ian Ziering,1276960.7913665306,24.0,percent,False,enhanced_lightgbm_percent
4,6,Laila Ali,2097426.466280851,28.0,percent,False,enhanced_lightgbm_percent
4,6,Apolo Anton Ohno,2097426.466280851,28.0,percent,False,enhanced_lightgbm_percent
4,6,Heather Mills,746323.5263800122,23.0,percent,True,enhanced_lightgbm_percent
4,6,Billy Ray Cyrus,987132.3417022997,21.0,percent,False,enhanced_lightgbm_percent
4,6,Joey Fatone,1827205.8882347904,27.0,percent,False,enhanced_lightgbm_percent
4,7,John Ratzenberger,909385.1079914671,22.5,percent,True,enhanced_lightgbm_percent
4,7,Ian Ziering,1624595.4641968021,27.0,percent,False,enhanced_lightgbm_percent
4,7,Laila Ali,2318230.8430434675,29.5,percent,False,enhanced_lightgbm_percent
4,7,Apolo Anton Ohno,1957928.8147879965,27.0,percent,False,enhanced_lightgbm_percent
4,7,Billy Ray Cyrus,871628.9269367994,19.0,percent,False,enhanced_lightgbm_percent
4,7,Joey Fatone,2318230.843043467,29.5,percent,False,enhanced_lightgbm_percent
4,8,Ian Ziering,1238010.9205514516,23.5,percent,False,enhanced_lightgbm_percent
4,8,Laila Ali,2203777.480756845,26.5,percent,False,enhanced_lightgbm_percent
4,8,Apolo Anton Ohno,2699940.97920483,29.0,percent,False,enhanced_lightgbm_percent
4,8,Billy Ray Cyrus,1178249.9603493959,19.0,percent,True,enhanced_lightgbm_percent
4,8,Joey Fatone,2680020.659137478,27.5,percent,False,enhanced_lightgbm_percent
4,9,Ian Ziering,1689927.5119673724,29.0,percent,True,enhanced_lightgbm_percent
4,9,Laila Ali,2986043.4928195765,30.0,percent,False,enhanced_lightgbm_percent
4,9,Apolo Anton Ohno,2337985.5023934743,29.5,percent,False,enhanced_lightgbm_percent
4,9,Joey Fatone,2986043.4928195765,30.0,percent,False,enhanced_lightgbm_percent
4,10,Laila Ali,2927928.101520288,28.333200000000005,percent,True,enhanced_lightgbm_percent
4,10,Apolo Anton Ohno,4137709.4060106697,29.3332,percent,False,enhanced_lightgbm_percent
4,10,Joey Fatone,2934362.492469043,28.6665,percent,False,enhanced_lightgbm_percent
5,1,Cameron Mathison,806874.7450252463,21.0,percent,False,enhanced_lightgbm_percent
5,1,Jane Seymour,922142.567694481,24.0,percent,False,enhanced_lightgbm_percent
5,1,Sabrina Bryan,1032454.9843811886,26.0,percent,False,enhanced_lightgbm_percent
5,1,Jennie Garth,806874.7450252463,21.0,percent,False,enhanced_lightgbm_percent
5,1,Floyd Mayweather Jr. ,390402.1081910502,18.0,percent,False,enhanced_lightgbm_percent
5,1,Josie Maran,280089.6915043425,16.0,percent,True,enhanced_lightgbm_percent
5,1,Albert Reed,606071.5355819388,21.0,percent,False,enhanced_lightgbm_percent
5,1,Helio Castroneves,1467455.233566685,52.9999,percent,False,enhanced_lightgbm_percent
5,1,Mel B,1363749.862599592,52.333200000000005,percent,False,enhanced_lightgbm_percent
5,1,Wayne Newton,395357.50920652354,19.0,percent,False,enhanced_lightgbm_percent
5,1,Marie Osmond,1222053.8769201143,44.0,percent,False,enhanced_lightgbm_percent
5,1,Mark Cuban,706473.1403035923,21.0,percent,False,enhanced_lightgbm_percent
5,2,Cameron Mathison,861344.5380194952,21.0,percent,False,enhanced_lightgbm_percent
5,2,Jane Seymour,861344.5380194952,21.0,percent,False,enhanced_lightgbm_percent
5,2,Sabrina Bryan,1253501.389558536,26.0,percent,False,enhanced_lightgbm_percent
5,2,Jennie Garth,861344.5380194952,21.0,percent,False,enhanced_lightgbm_percent
5,2,Floyd Mayweather Jr. ,623249.3057647686,21.0,percent,False,enhanced_lightgbm_percent
5,2,Albert Reed,385154.0565640859,21.0,percent,True,enhanced_lightgbm_percent
5,2,Helio Castroneves,1498599.4323787605,27.0,percent,False,enhanced_lightgbm_percent
5,2,Mel B,1351540.6236599437,23.0,percent,False,enhanced_lightgbm_percent
5,2,Wayne Newton,462184.8759149566,15.0,percent,False,enhanced_lightgbm_percent
5,2,Marie Osmond,1358543.4143572263,24.0,percent,False,enhanced_lightgbm_percent
5,2,Mark Cuban,483193.2877432346,18.0,percent,False,enhanced_lightgbm_percent
5,3,Cameron Mathison,725362.2683096514,23.0,percent,False,enhanced_lightgbm_percent
5,3,Jane Seymour,1176985.088217019,27.0,percent,False,enhanced_lightgbm_percent
5,3,Sabrina Bryan,1318228.014579106,27.0,percent,False,enhanced_lightgbm_percent
5,3,Jennie Garth,1028768.636748494,26.0,percent,False,enhanced_lightgbm_percent
5,3,Floyd Mayweather Jr. ,570172.3414052265,21.0,percent,False,enhanced_lightgbm_percent
5,3,Helio Castroneves,1297307.518732652,24.0,percent,False,enhanced_lightgbm_percent
5,3,Mel B,1600713.9070397096,27.0,percent,False,enhanced_lightgbm_percent
5,3,Wayne Newton,408008.8794602551,18.0,percent,True,enhanced_lightgbm_percent
5,3,Marie Osmond,1452497.455571185,26.0,percent,False,enhanced_lightgbm_percent
5,3,Mark Cuban,421955.8899367011,20.0,percent,False,enhanced_lightgbm_percent
5,4,Cameron Mathison,1153846.149430995,27.0,percent,False,enhanced_lightgbm_percent
5,4,Jane Seymour,986467.234811057,26.0,percent,False,enhanced_lightgbm_percent
5,4,Sabrina Bryan,1495726.5050307147,30.0,percent,False,enhanced_lightgbm_percent
5,4,Jennie Garth,1153846.149430995,27.0,percent,False,enhanced_lightgbm_percent
5,4,Floyd Mayweather Jr. ,324074.07288882555,23.0,percent,True,enhanced_lightgbm_percent
5,4,Helio Castroneves,1634615.3837500308,27.0,percent,False,enhanced_lightgbm_percent
5,4,Mel B,1467236.4691300925,26.0,percent,False,enhanced_lightgbm_percent
5,4,Marie Osmond,1306980.0510676757,26.0,percent,False,enhanced_lightgbm_percent
5,4,Mark Cuban,477207.9844596136,22.0,percent,False,enhanced_lightgbm_percent
5,5,Cameron Mathison,1234015.6095659963,26.0,percent,False,enhanced_lightgbm_percent
5,5,Jane Seymour,1234015.6095659963,26.0,percent,False,enhanced_lightgbm_percent
5,5,Sabrina Bryan,1657270.0877818188,28.0,percent,False,enhanced_lightgbm_percent
5,5,Jennie Garth,1022388.3704580851,25.0,percent,False,enhanced_lightgbm_percent
5,5,Helio Castroneves,1412142.0183141264,23.0,percent,False,enhanced_lightgbm_percent
5,5,Mel B,1868897.3268897296,29.0,percent,False,enhanced_lightgbm_percent
5,5,Marie Osmond,988887.5202300895,21.0,percent,False,enhanced_lightgbm_percent
5,5,Mark Cuban,582383.4571941575,21.0,percent,True,enhanced_lightgbm_percent
5,6,Cameron Mathison,1012731.4887510535,25.0,percent,False,enhanced_lightgbm_percent
5,6,Jane Seymour,984953.6990775337,22.0,percent,False,enhanced_lightgbm_percent
5,6,Sabrina Bryan,1012731.4833314576,25.0,percent,True,enhanced_lightgbm_percent
5,6,Jennie Garth,1552083.340274231,27.0,percent,False,enhanced_lightgbm_percent
5,6,Helio Castroneves,2082175.9285729015,28.0,percent,False,enhanced_lightgbm_percent
5,6,Mel B,2100694.4351537004,30.0,percent,False,enhanced_lightgbm_percent
5,6,Marie Osmond,1254629.6248391222,23.0,percent,False,enhanced_lightgbm_percent
5,7,Cameron Mathison,997073.5817175473,25.5,percent,False,enhanced_lightgbm_percent
5,7,Jane Seymour,991731.6942903849,25.0,percent,True,enhanced_lightgbm_percent
5,7,Jennie Garth,1732395.0338206307,26.5,percent,False,enhanced_lightgbm_percent
5,7,Helio Castroneves,2089371.9850178475,26.0,percent,False,enhanced_lightgbm_percent
5,7,Mel B,2462374.5786283365,27.0,percent,False,enhanced_lightgbm_percent
5,7,Marie Osmond,1727053.1265252533,26.0,percent,False,enhanced_lightgbm_percent
5,8,Cameron Mathison,1303586.0744447228,25.5,percent,True,enhanced_lightgbm_percent
5,8,Jennie Garth,1297248.9293062468,25.0,percent,False,enhanced_lightgbm_percent
5,8,Helio Castroneves,2812197.123859816,28.5,percent,False,enhanced_lightgbm_percent
5,8,Mel B,2805859.9780267524,28.0,percent,False,enhanced_lightgbm_percent
5,8,Marie Osmond,1781107.894362463,24.5,percent,False,enhanced_lightgbm_percent
5,9,Jennie Garth,1695156.6952216155,29.0,percent,True,enhanced_lightgbm_percent
5,9,Helio Castroneves,2991452.990740255,30.0,percent,False,enhanced_lightgbm_percent
5,9,Mel B,2991452.990740255,30.0,percent,False,enhanced_lightgbm_percent
5,9,Marie Osmond,2321937.3232978745,28.0,percent,False,enhanced_lightgbm_percent
5,10,Helio Castroneves,2969187.304320422,27.999900000000004,percent,True,enhanced_lightgbm_percent
5,10,Mel B,4166665.6221123156,28.3332,percent,False,enhanced_lightgbm_percent
5,10,Marie Osmond,2864147.0735672624,23.0,percent,False,enhanced_lightgbm_percent
6,2,Cristian de la Fuente,1022558.833859995,20.0,percent,False,enhanced_lightgbm_percent
6,2,Steve Guttenberg,401380.39165102807,16.0,percent,False,enhanced_lightgbm_percent
6,2,Priscilla Presley,830631.2072928756,21.0,percent,False,enhanced_lightgbm_percent
6,2,Marlee Matlin,1048499.1723228131,24.0,percent,False,enhanced_lightgbm_percent
6,2,Shannon Elizabeth,949292.8167314014,24.0,percent,False,enhanced_lightgbm_percent
6,2,Marissa Jaret Winokur,632218.515978267,21.0,percent,False,enhanced_lightgbm_percent
6,2,Jason Taylor,1365573.4631418402,27.0,percent,False,enhanced_lightgbm_percent
6,2,Kristi Yamaguchi,1365573.4631418404,27.0,percent,False,enhanced_lightgbm_percent
6,2,Monica Seles,295688.9613780191,15.0,percent,True,enhanced_lightgbm_percent
6,2,Penn Jillette,407865.48620084,17.0,percent,False,enhanced_lightgbm_percent
6,2,Adam Carolla,520042.00108955347,19.0,percent,False,enhanced_lightgbm_percent
6,2,Mario,1160675.6872115266,26.0,percent,False,enhanced_lightgbm_percent
6,3,Cristian de la Fuente,1453934.9765394235,25.0,percent,False,enhanced_lightgbm_percent
6,3,Steve Guttenberg,435994.65027848486,21.0,percent,True,enhanced_lightgbm_percent
6,3,Priscilla Presley,1320001.9844321574,26.0,percent,False,enhanced_lightgbm_percent
6,3,Marlee Matlin,859723.4678553207,21.0,percent,False,enhanced_lightgbm_percent
6,3,Shannon Elizabeth,1022896.2151889442,24.0,percent,False,enhanced_lightgbm_percent
6,3,Marissa Jaret Winokur,562617.7085462157,19.0,percent,False,enhanced_lightgbm_percent
6,3,Jason Taylor,1298072.1630453353,23.0,percent,False,enhanced_lightgbm_percent
6,3,Kristi Yamaguchi,1609797.799967619,27.0,percent,False,enhanced_lightgbm_percent
6,3,Adam Carolla,577237.5762252862,21.0,percent,False,enhanced_lightgbm_percent
6,3,Mario,859723.4579212128,21.0,percent,False,enhanced_lightgbm_percent
6,4,Cristian de la Fuente,1525925.9189812487,26.0,percent,False,enhanced_lightgbm_percent
6,4,Priscilla Presley,496296.294948753,22.0,percent,False,enhanced_lightgbm_percent
6,4,Marlee Matlin,844444.4444168496,24.0,percent,False,enhanced_lightgbm_percent
6,4,Shannon Elizabeth,1374074.0758378385,28.0,percent,False,enhanced_lightgbm_percent
6,4,Marissa Jaret Winokur,844444.4444168496,24.0,percent,False,enhanced_lightgbm_percent
6,4,Jason Taylor,1714814.8180870914,29.0,percent,False,enhanced_lightgbm_percent
6,4,Kristi Yamaguchi,1714814.8180870914,29.0,percent,False,enhanced_lightgbm_percent
6,4,Adam Carolla,474074.073292223,19.0,percent,True,enhanced_lightgbm_percent
6,4,Mario,1011111.1119320547,24.0,percent,False,enhanced_lightgbm_percent
6,5,Cristian de la Fuente,1263954.2971510047,23.0,percent,False,enhanced_lightgbm_percent
6,5,Priscilla Presley,605921.865193341,21.0,percent,True,enhanced_lightgbm_percent
6,5,Marlee Matlin,614425.2526711127,22.0,percent,False,enhanced_lightgbm_percent
6,5,Shannon Elizabeth,1050279.0814616669,23.0,percent,False,enhanced_lightgbm_percent
6,5,Marissa Jaret Winokur,1058782.4888076535,24.0,percent,False,enhanced_lightgbm_percent
6,5,Jason Taylor,1938993.543800641,27.0,percent,False,enhanced_lightgbm_percent
6,5,Kristi Yamaguchi,1956000.3584926145,29.0,percent,False,enhanced_lightgbm_percent
6,5,Mario,1511643.1124219662,27.0,percent,False,enhanced_lightgbm_percent
6,6,Cristian de la Fuente,1765151.5141358855,27.0,percent,False,enhanced_lightgbm_percent
6,6,Marlee Matlin,699494.9492570232,21.0,percent,True,enhanced_lightgbm_percent
6,6,Shannon Elizabeth,979797.9811521528,24.0,percent,False,enhanced_lightgbm_percent
6,6,Marissa Jaret Winokur,1250841.749285637,26.0,percent,False,enhanced_lightgbm_percent
6,6,Jason Taylor,1484848.4822407563,24.0,percent,False,enhanced_lightgbm_percent
6,6,Kristi Yamaguchi,2045454.5460310148,30.0,percent,False,enhanced_lightgbm_percent
6,6,Mario,1774410.777897531,28.0,percent,False,enhanced_lightgbm_percent
6,7,Cristian de la Fuente,1335068.719551244,23.0,percent,False,enhanced_lightgbm_percent
6,7,Shannon Elizabeth,999718.5811620029,25.5,percent,True,enhanced_lightgbm_percent
6,7,Marissa Jaret Winokur,1367431.1812571585,26.0,percent,False,enhanced_lightgbm_percent
6,7,Jason Taylor,2470568.9219379784,27.5,percent,False,enhanced_lightgbm_percent
6,7,Kristi Yamaguchi,2465175.178320326,27.0,percent,False,enhanced_lightgbm_percent
